Date,Open,High,Low,Close,Adj Close,Volume
2023-05-02,48.000000,48.150002,36.799999,40.360001,32.780239,17671500
2023-05-03,39.380001,39.500000,31.520000,32.570000,26.453234,15630000
2023-05-04,30.650000,33.400002,28.290001,30.090000,24.438988,12533600
2023-05-05,33.560001,39.880001,32.750000,38.130001,30.969048,10971400
2023-05-08,38.950001,39.439999,36.000000,36.599998,29.726383,3301500
2023-05-09,36.730000,38.180000,36.160000,37.970001,30.839092,1561000
2023-05-10,33.939999,36.000000,30.120001,32.220001,26.168966,10660800
2023-05-11,30.350000,32.349998,30.049999,31.650000,25.706013,3641100
2023-05-12,33.349998,35.459999,32.759998,35.400002,28.751751,4136000
2023-05-15,36.360001,36.389999,33.400002,34.119999,27.712137,3291400
2023-05-16,34.119999,34.980000,33.630001,34.209999,27.785234,1321000
2023-05-17,34.209999,34.880001,33.919998,34.680000,28.166967,1537400
2023-05-18,34.669998,34.900002,34.220001,34.700001,28.183212,1809800
2023-05-19,32.700001,32.860001,31.139999,32.220001,27.769514,2214100
2023-05-22,32.000000,32.049999,27.559999,28.709999,24.744341,4708500
2023-05-23,28.379999,28.700001,26.660000,27.639999,23.822140,3764600
2023-05-24,27.350000,27.410000,23.500000,23.940001,20.633213,7000400
2023-05-25,21.770000,22.000000,18.030001,20.629999,17.780416,18006700
2023-05-26,21.160000,21.770000,19.070000,20.650000,17.797653,7012900
2023-05-30,21.000000,22.639999,20.110001,22.379999,19.288691,5009200
2023-05-31,22.459999,23.000000,21.670000,22.570000,19.452448,2097600
2023-06-01,22.450001,23.860001,21.440001,21.809999,18.797424,2756100
2023-06-02,21.900000,22.480000,21.690001,22.059999,19.012896,1323600
2023-06-05,22.219999,23.430000,22.219999,22.910000,19.745483,2316700
2023-06-06,23.000000,24.250000,22.650000,24.030001,20.710781,1949000
2023-06-07,24.400000,27.690001,24.200001,27.040001,23.305017,4163300
2023-06-08,27.719999,28.000000,26.059999,27.770000,23.934183,2256900
2023-06-09,27.799999,28.450001,27.350000,27.990000,24.123793,1865200
2023-06-12,28.770000,29.430000,28.010000,29.340000,25.287321,1877400
2023-06-13,30.260000,31.389999,30.000000,30.549999,26.330185,2567500
2023-06-14,30.990000,31.000000,27.549999,29.280001,25.235609,2507900
2023-06-15,29.010000,29.930000,28.280001,28.620001,24.666773,1472800
2023-06-16,28.840000,28.840000,26.709999,27.940001,24.080702,3088900
