Date,Open,High,Low,Close,Adj Close,Volume
2022-10-19,45.000000,51.709999,44.029999,51.130001,51.130001,2439400
2022-10-20,51.130001,52.099998,47.070000,51.099998,51.099998,661400
2022-10-21,51.060001,53.369999,49.500000,51.939999,51.939999,253700
2022-10-24,52.450001,53.029999,51.270000,53.029999,53.029999,150500
2022-10-25,53.250000,55.570000,52.930000,55.470001,55.470001,198700
2022-10-26,55.900002,58.000000,54.669998,55.750000,55.750000,244600
2022-10-27,56.340000,57.980000,54.660000,55.860001,55.860001,134100
2022-10-28,56.099998,57.810001,55.610001,56.619999,56.619999,194600
2022-10-31,56.090000,57.380001,55.590000,56.389999,56.389999,248600
2022-11-01,57.360001,58.790001,55.900002,56.869999,56.869999,242700
2022-11-02,56.790001,59.009998,55.930000,56.450001,56.450001,183900
2022-11-03,55.619999,56.590000,54.080002,54.250000,54.250000,362300
2022-11-04,54.849998,55.000000,53.139999,54.090000,54.090000,496600
2022-11-07,54.650002,55.490002,52.860001,53.150002,53.150002,318000
2022-11-08,52.389999,54.720001,49.930000,49.950001,49.950001,422300
2022-11-09,49.419998,52.169998,48.689999,51.169998,51.169998,237000
2022-11-10,53.509998,55.820000,53.000000,55.369999,55.369999,219300
2022-11-11,55.770000,60.200001,55.360001,60.080002,60.080002,285400
2022-11-14,59.400002,65.400002,58.130001,64.190002,64.190002,255300
2022-11-15,65.300003,65.349998,61.389999,63.360001,63.360001,314700
2022-11-16,62.959999,64.639999,61.189999,62.430000,62.430000,167600
2022-11-17,61.250000,62.560001,59.930000,59.939999,59.939999,244000
2022-11-18,60.820000,62.700001,60.310001,61.049999,61.049999,256700
2022-11-21,61.200001,62.810001,60.599998,62.619999,62.619999,146000
2022-11-22,63.020000,63.020000,60.060001,61.200001,61.200001,105600
2022-11-23,61.240002,64.250000,61.240002,63.730000,63.730000,92800
2022-11-25,63.689999,63.939999,62.650002,63.029999,63.029999,45900
2022-11-28,62.299999,63.169998,60.540001,60.799999,60.799999,135900
2022-11-29,60.509998,60.910000,59.270000,60.270000,60.270000,85100
2022-11-30,60.680000,63.840000,60.279999,63.759998,63.759998,117400
2022-12-01,63.549999,67.570000,63.549999,67.570000,67.570000,192400
2022-12-02,66.349998,71.279999,66.349998,71.000000,71.000000,206800
2022-12-05,70.239998,70.989998,67.599998,68.769997,68.769997,397000
2022-12-06,68.570000,69.199997,67.040001,67.680000,67.680000,131900
2022-12-07,67.610001,69.320000,67.610001,68.750000,68.750000,123800
2022-12-08,69.000000,70.230003,67.699997,68.550003,68.550003,130200
2022-12-09,68.110001,69.779999,67.510002,68.940002,68.940002,112200
2022-12-12,69.400002,71.750000,68.260002,71.489998,71.489998,94100
2022-12-13,74.000000,74.449997,71.800003,72.940002,72.940002,134600
2022-12-14,72.669998,73.889999,70.720001,70.720001,70.720001,67200
2022-12-15,69.639999,69.820000,66.589996,66.910004,66.910004,148000
2022-12-16,66.430000,68.040001,65.489998,67.389999,67.389999,128100
2022-12-19,67.430000,67.430000,63.820000,65.300003,65.300003,196200
2022-12-20,64.690002,66.959999,64.480003,65.379997,65.379997,125700
2022-12-21,66.349998,66.599998,64.320000,64.370003,64.370003,150400
2022-12-22,63.610001,63.779999,62.709999,63.220001,63.220001,92000
2022-12-23,62.830002,63.080002,61.830002,62.980000,62.980000,78900
2022-12-27,62.599998,63.000000,60.119999,60.119999,60.119999,96100
2022-12-28,59.889999,60.830002,58.410000,60.450001,60.450001,158500
2022-12-29,60.590000,64.889999,60.590000,64.879997,64.879997,72700
2022-12-30,64.230003,65.809998,62.599998,65.650002,65.650002,121500
2023-01-03,65.690002,66.589996,62.180000,62.720001,62.720001,174400
2023-01-04,63.639999,65.570000,62.980000,65.040001,65.040001,112800
2023-01-05,64.599998,65.120003,63.439999,64.220001,64.220001,62800
2023-01-06,65.029999,65.489998,63.410000,63.810001,63.810001,81800
2023-01-09,65.099998,65.099998,59.740002,61.439999,61.439999,169000
2023-01-10,61.750000,62.580002,61.180000,61.919998,61.919998,107400
2023-01-11,62.430000,64.419998,61.610001,64.370003,64.370003,64000
2023-01-12,64.220001,69.599998,63.500000,69.150002,69.150002,202100
2023-01-13,68.820000,70.370003,68.220001,69.290001,69.290001,118500
2023-01-17,68.769997,69.889999,68.199997,69.889999,69.889999,193900
2023-01-18,70.160004,70.349998,66.860001,69.580002,69.580002,103100
2023-01-19,68.800003,69.199997,65.309998,65.690002,65.690002,124500
2023-01-20,66.000000,68.820000,65.110001,68.739998,68.739998,97300
2023-01-23,68.989998,69.489998,68.029999,68.209999,68.209999,85100
2023-01-24,68.860001,68.860001,67.360001,67.370003,67.370003,58100
2023-01-25,66.339996,68.470001,65.150002,68.440002,68.440002,132200
2023-01-26,68.839996,69.050003,66.550003,67.389999,67.389999,68400
2023-01-27,67.389999,68.500000,66.019997,66.019997,66.019997,81100
2023-01-30,65.309998,67.910004,65.309998,67.220001,67.220001,69500
2023-01-31,67.610001,68.230003,66.500000,68.040001,68.040001,92100
2023-02-01,67.860001,69.000000,67.239998,68.519997,68.519997,158900
2023-02-02,69.209999,73.010002,69.000000,71.029999,71.029999,241600
2023-02-03,70.199997,71.650002,68.000000,70.849998,70.849998,90000
2023-02-06,70.199997,73.980003,68.410004,69.480003,69.480003,93800
2023-02-07,69.360001,69.779999,66.629997,68.870003,68.870003,114300
2023-02-08,68.190002,68.559998,66.330002,66.970001,66.970001,110200
2023-02-09,67.540001,69.720001,67.349998,67.540001,67.540001,139800
2023-02-10,67.269997,68.449997,66.760002,68.000000,68.000000,109200
2023-02-13,68.050003,68.650002,67.610001,68.419998,68.419998,103200
2023-02-14,68.410004,72.239998,68.400002,72.059998,72.059998,137500
2023-02-15,71.379997,72.930000,70.389999,72.669998,72.669998,59500
2023-02-16,71.489998,71.970001,69.309998,69.370003,69.370003,94000
2023-02-17,69.330002,71.019997,68.500000,70.629997,70.629997,78300
2023-02-21,69.849998,70.610001,68.440002,69.410004,69.410004,126100
2023-02-22,69.070000,69.589996,66.730003,67.879997,67.879997,120100
2023-02-23,68.550003,69.849998,67.680000,69.620003,69.620003,118300
